CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Satisfaction Score,Card Type,Point Earned,Geography_Germany,Geography_Spain
0.6034876034644073,0,-0.3721425176506413,-1.040991914693246,-1.2269568265645165,0.8067008964816981,1,0,0.0951306898780748,-0.7168808421401932,GOLD,-0.8143815307148421,False,True
0.9654689855471261,0,-0.9406787806517168,-1.38698008742054,-0.5286996188082638,-0.910597446214839,1,1,0.34494066315435723,-1.4259617938119964,PLATINUM,0.003980668562566045,False,False
1.2653964164156644,0,2.3757827535212237,-1.040991914693246,1.1096122692367365,-0.910597446214839,0,1,1.5089806485329347,-1.4259617938119964,SILVER,0.10572299604029788,False,False
-0.0480788842844863,1,-0.9406787806517168,-0.3490155692386579,0.47368752624838606,-0.910597446214839,1,0,-1.4636214381075936,-1.4259617938119964,PLATINUM,-1.1549971487924662,True,False
0.25184854658405204,1,1.7124904466866357,1.0349371216705183,-1.2269568265645165,0.8067008964816981,0,1,-0.07063483406933826,-0.007799890468389922,SILVER,0.11457015495140499,False,False
0.9758113107494895,0,0.8596860521850224,1.7269134671251063,0.3146472755482536,-0.910597446214839,1,0,-0.4355039233405428,-1.4259617938119964,PLATINUM,0.41979713738460045,True,False
-1.4856620874129978,0,-0.7511666929846916,-1.040991914693246,0.9275829115949776,-0.910597446214839,1,1,1.1650684270112561,-0.007799890468389922,PLATINUM,-0.5533903428371822,True,False
0.6551992294762243,0,1.3334662713525853,-1.38698008742054,0.3642957021523663,-0.910597446214839,1,1,-0.4705861500788328,-0.007799890468389922,PLATINUM,1.7424473945951142,True,False
-0.9582035020924647,1,0.5754179206844846,-1.38698008742054,1.2399283344566603,0.8067008964816981,0,0,-0.16766367768137624,-0.7168808421401932,SILVER,-1.1284556720591448,False,False
-0.07910585989157648,1,-0.3721425176506413,0.3429607762159302,-1.2269568265645165,0.8067008964816981,1,1,-1.0094866625160863,-1.4259617938119964,PLATINUM,0.43306787575126116,False,True
0.3345871482029592,1,0.29114978918394685,1.0349371216705183,-1.2269568265645165,0.8067008964816981,0,1,1.7172876823633545,-1.4259617938119964,PLATINUM,1.3841374586952762,False,False
-1.7959318434838996,0,0.8596860521850224,1.0349371216705183,0.8475391465457026,0.8067008964816981,1,1,1.017287899069521,-1.4259617938119964,PLATINUM,1.2337357572064551,True,False
0.7689648067022217,0,-1.8882392189868429,-1.732968260147834,-0.008931563070644792,-0.910597446214839,0,0,-0.938714286605557,-0.7168808421401932,PLATINUM,-0.885158802003699,True,False
